Case_ID,ROUGE-1_Precision,ROUGE-1_Recall,ROUGE-1_F1,ROUGE-2_Precision,ROUGE-2_Recall,ROUGE-2_F1,ROUGE-L_Precision,ROUGE-L_Recall,ROUGE-L_F1,Algorithm
IM-NY-0072,0.5934,0.4961,0.5404,0.1678,0.1403,0.1528,0.1622,0.1356,0.1477,BERT
DR-MO-0001,0.6302,0.4669,0.5364,0.173,0.1281,0.1472,0.1921,0.1423,0.1635,BERT
IM-CA-0108,0.5343,0.5017,0.5175,0.1373,0.1289,0.133,0.1501,0.141,0.1454,BERT
CJ-WA-0001,0.6076,0.4363,0.5079,0.2146,0.1541,0.1793,0.1914,0.1375,0.16,BERT
FH-DC-0011,0.6367,0.4212,0.507,0.1979,0.1309,0.1576,0.2148,0.1421,0.171,BERT
PB-DC-0010,0.5747,0.4479,0.5035,0.1838,0.1432,0.161,0.1714,0.1336,0.1501,BERT
DR-PA-0006,0.5953,0.4195,0.4922,0.1618,0.114,0.1338,0.1895,0.1335,0.1567,BERT
NH-MO-0001,0.6029,0.4045,0.4842,0.1848,0.124,0.1484,0.2135,0.1432,0.1714,BERT
PA-NC-0004,0.5262,0.44,0.4793,0.176,0.1472,0.1603,0.17,0.1422,0.1548,BERT
PB-MI-0026,0.6008,0.3957,0.4772,0.171,0.1126,0.1358,0.2058,0.1356,0.1635,BERT
FA-GA-0001,0.6505,0.3761,0.4766,0.1962,0.1134,0.1437,0.1986,0.1148,0.1455,BERT
PC-NJ-0026,0.5017,0.4486,0.4737,0.1164,0.1041,0.1099,0.1473,0.1317,0.139,BERT
CJ-NY-0013,0.6705,0.3637,0.4716,0.1936,0.105,0.1361,0.2392,0.1297,0.1682,BERT
PB-MA-0011,0.6316,0.3754,0.4709,0.1573,0.0934,0.1172,0.2013,0.1197,0.1501,BERT
EE-MO-0002,0.6278,0.3741,0.4688,0.165,0.0983,0.1232,0.1984,0.1182,0.1482,BERT
IM-IL-0024,0.3839,0.5663,0.4576,0.1142,0.1685,0.1362,0.1299,0.1916,0.1548,BERT
PN-IL-0009,0.6127,0.3628,0.4558,0.1706,0.1009,0.1268,0.1985,0.1176,0.1477,BERT
NS-VA-0004,0.6557,0.348,0.4547,0.1996,0.1059,0.1384,0.2164,0.1148,0.15,BERT
NS-MI-0003,0.6388,0.3512,0.4533,0.2085,0.1146,0.1479,0.2095,0.1152,0.1487,BERT
PN-CA-0023,0.5355,0.3926,0.453,0.1499,0.1099,0.1268,0.165,0.121,0.1396,BERT
FA-DC-0020,0.7143,0.3248,0.4465,0.2036,0.0925,0.1272,0.2431,0.1106,0.152,BERT
PC-MI-0009,0.6452,0.3405,0.4457,0.1821,0.0961,0.1258,0.1944,0.1026,0.1343,BERT
NS-DC-0115,0.563,0.3583,0.4379,0.1903,0.1211,0.148,0.1838,0.117,0.143,BERT
PC-NJ-0024,0.6559,0.3282,0.4375,0.1805,0.0903,0.1203,0.2306,0.1154,0.1538,BERT
FA-NY-0007,0.5489,0.3595,0.4344,0.1261,0.0825,0.0998,0.1907,0.1249,0.1509,BERT
EE-CA-0348,0.6719,0.3206,0.434,0.1768,0.0843,0.1141,0.1963,0.0937,0.1268,BERT
ED-SD-0002,0.6515,0.3215,0.4305,0.1708,0.0842,0.1128,0.2147,0.106,0.1419,BERT
IM-NY-0071,0.6901,0.3118,0.4295,0.2328,0.1051,0.1448,0.2485,0.1123,0.1547,BERT
PA-CA-0002,0.6099,0.3313,0.4294,0.1551,0.0842,0.1092,0.1934,0.1051,0.1362,BERT
DR-CO-0001,0.6697,0.3158,0.4292,0.166,0.0782,0.1063,0.2069,0.0976,0.1326,BERT
JI-OH-0011,0.7357,0.2998,0.426,0.2892,0.1177,0.1673,0.293,0.1194,0.1696,BERT
PN-AZ-0001,0.6121,0.3185,0.419,0.1647,0.0857,0.1127,0.1797,0.0935,0.123,BERT
JC-TX-0020,0.6778,0.3016,0.4175,0.1888,0.0839,0.1162,0.2447,0.1089,0.1507,BERT
IM-TX-0027,0.654,0.3066,0.4175,0.1506,0.0705,0.0961,0.2249,0.1054,0.1436,BERT
PR-DC-0003,0.7324,0.2898,0.4153,0.2211,0.0874,0.1253,0.2637,0.1043,0.1495,BERT
IM-GA-0008,0.6376,0.308,0.4153,0.1504,0.0726,0.0979,0.2152,0.104,0.1402,BERT
PB-FL-0015,0.655,0.3019,0.4133,0.1947,0.0897,0.1228,0.2196,0.1012,0.1386,BERT
CJ-CO-0004,0.67,0.2978,0.4123,0.2122,0.0942,0.1305,0.243,0.108,0.1496,BERT
PC-CO-0028,0.6017,0.3097,0.4089,0.1391,0.0716,0.0945,0.1836,0.0945,0.1248,BERT
IM-TX-0053,0.5657,0.3183,0.4074,0.1328,0.0747,0.0956,0.18,0.1013,0.1297,BERT
JC-NM-0010,0.6433,0.2949,0.4044,0.2236,0.1024,0.1405,0.236,0.1082,0.1483,BERT
DR-DC-0007,0.6512,0.2882,0.3996,0.2244,0.0992,0.1376,0.2368,0.1048,0.1453,BERT
PN-OR-0004,0.5902,0.2981,0.3961,0.1633,0.0824,0.1095,0.2049,0.1035,0.1375,BERT
JC-MD-0007,0.5915,0.2966,0.395,0.1394,0.0699,0.0931,0.1931,0.0968,0.129,BERT
FA-IN-0001,0.5312,0.3125,0.3936,0.1374,0.0808,0.1018,0.2011,0.1183,0.149,BERT
PC-GA-0017,0.6451,0.2819,0.3923,0.1575,0.0687,0.0957,0.235,0.1027,0.1429,BERT
CJ-MI-0008,0.6649,0.2782,0.3922,0.1679,0.0701,0.0989,0.2228,0.0932,0.1314,BERT
PN-MI-0013,0.6143,0.2877,0.3918,0.1328,0.0621,0.0847,0.2073,0.0971,0.1322,BERT
JC-CO-0008,0.6789,0.2738,0.3902,0.2074,0.0835,0.1191,0.2476,0.0998,0.1423,BERT
JC-MA-0019,0.6217,0.2843,0.3901,0.1311,0.0599,0.0822,0.1963,0.0898,0.1232,BERT
FA-IL-0016,0.7912,0.2567,0.3876,0.2706,0.0877,0.1325,0.2969,0.0963,0.1455,BERT
EE-AZ-0009,0.6158,0.2828,0.3876,0.1468,0.0674,0.0924,0.1965,0.0902,0.1237,BERT
PB-CA-0048,0.508,0.3133,0.3875,0.1136,0.07,0.0866,0.1495,0.0922,0.1141,BERT
CJ-OK-0004,0.6639,0.2733,0.3872,0.1633,0.0672,0.0952,0.2379,0.0979,0.1388,BERT
FA-MI-0019,0.6849,0.2682,0.3854,0.2219,0.0868,0.1248,0.2699,0.1057,0.1519,BERT
NS-CA-0008,0.6712,0.27,0.3851,0.2002,0.0805,0.1148,0.2136,0.0859,0.1225,BERT
VR-DC-1168,0.5514,0.2953,0.3846,0.1385,0.0741,0.0965,0.1806,0.0967,0.126,BERT
IM-CT-0009,0.6781,0.2655,0.3815,0.2089,0.0817,0.1174,0.251,0.0983,0.1412,BERT
PB-DC-0011,0.7737,0.2513,0.3794,0.3245,0.1052,0.1589,0.3184,0.1034,0.1561,BERT
IM-NY-0060,0.7227,0.2535,0.3754,0.2155,0.0755,0.1118,0.2723,0.0955,0.1414,BERT
JI-SC-0001,0.7081,0.2536,0.3735,0.2402,0.086,0.1266,0.289,0.1035,0.1524,BERT
EE-MO-0105,0.6397,0.2619,0.3716,0.151,0.0617,0.0877,0.2169,0.0888,0.126,BERT
EE-IL-0282,0.6662,0.2548,0.3686,0.1797,0.0687,0.0993,0.2324,0.0889,0.1286,BERT
IM-MA-0009,0.6531,0.2547,0.3665,0.1877,0.0731,0.1053,0.2412,0.0941,0.1353,BERT
IM-AL-0010,0.7335,0.2434,0.3655,0.2242,0.0743,0.1116,0.2899,0.0962,0.1444,BERT
PC-UT-0003,0.6846,0.2472,0.3632,0.1809,0.0652,0.0959,0.2614,0.0944,0.1387,BERT
DR-CA-0001,0.6261,0.2545,0.3619,0.2169,0.0881,0.1253,0.2537,0.1031,0.1467,BERT
PC-OH-0010,0.7255,0.2402,0.3609,0.2734,0.0904,0.1359,0.2876,0.0952,0.1431,BERT
PN-NY-0011,0.7386,0.2387,0.3608,0.1878,0.0606,0.0916,0.2636,0.0852,0.1288,BERT
DR-TX-0003,0.7262,0.2399,0.3607,0.2198,0.0725,0.1091,0.2738,0.0904,0.136,BERT
IM-GA-0017,0.2884,0.474,0.3586,0.0612,0.1006,0.0761,0.092,0.1512,0.1144,BERT
IM-GA-0014,0.6007,0.2553,0.3583,0.131,0.0556,0.0781,0.2067,0.0878,0.1233,BERT
ED-HI-0003,0.7145,0.2389,0.358,0.2277,0.076,0.114,0.2359,0.0789,0.1182,BERT
JC-NM-0006,0.6485,0.2463,0.3571,0.1818,0.069,0.1,0.2494,0.0947,0.1373,BERT
PC-SD-0001,0.6097,0.2517,0.3563,0.1788,0.0737,0.1044,0.2451,0.1012,0.1432,BERT
JI-NM-0003,0.6385,0.2469,0.3561,0.2256,0.0871,0.1257,0.2814,0.1088,0.1569,BERT
DR-CA-0054,0.6152,0.2482,0.3537,0.1564,0.063,0.0898,0.216,0.0871,0.1242,BERT
IM-NY-0047,0.5837,0.2525,0.3525,0.1329,0.0574,0.0802,0.2116,0.0915,0.1278,BERT
PN-WI-0001,0.7121,0.2342,0.3524,0.1587,0.0521,0.0785,0.2589,0.0852,0.1282,BERT
ID-CT-0002,0.6235,0.2438,0.3505,0.1753,0.0684,0.0984,0.2407,0.0941,0.1353,BERT
DR-UT-0001,0.6903,0.2323,0.3476,0.1875,0.063,0.0943,0.2796,0.0941,0.1408,BERT
MH-ID-0003,0.7736,0.2194,0.3418,0.3157,0.0894,0.1393,0.2811,0.0797,0.1242,BERT
CJ-TX-0007,0.6461,0.2308,0.3401,0.1455,0.0519,0.0765,0.2387,0.0853,0.1257,BERT
PN-MI-0002,0.7011,0.2242,0.3398,0.1456,0.0465,0.0705,0.2589,0.0828,0.1255,BERT
ID-VA-0002,0.615,0.2316,0.3365,0.1365,0.0514,0.0747,0.2206,0.0831,0.1207,BERT
VR-TX-0450,0.7751,0.2147,0.3362,0.279,0.0772,0.1209,0.3073,0.0851,0.1333,BERT
PB-MO-0001,0.7744,0.2064,0.3259,0.2709,0.0721,0.1138,0.2869,0.0765,0.1208,BERT
CJ-ID-0003,0.6408,0.2179,0.3252,0.1834,0.0623,0.093,0.2677,0.091,0.1358,BERT
IM-FL-0018,0.6747,0.2142,0.3252,0.206,0.0653,0.0992,0.2575,0.0817,0.1241,BERT
ED-CA-0027,0.6586,0.2152,0.3244,0.1664,0.0543,0.0819,0.2417,0.079,0.119,BERT
JC-AZ-0016,0.7095,0.2087,0.3225,0.1431,0.042,0.065,0.2397,0.0705,0.1089,BERT
VR-RI-0022,0.7378,0.2024,0.3177,0.2535,0.0694,0.109,0.2854,0.0783,0.1229,BERT
EE-FL-0048,0.7052,0.2027,0.3149,0.1841,0.0528,0.0821,0.2608,0.075,0.1165,BERT
IM-PA-0017,0.6212,0.2074,0.311,0.1698,0.0566,0.0849,0.2353,0.0786,0.1178,BERT
PC-FL-0010,0.6544,0.2016,0.3083,0.2008,0.0618,0.0945,0.2638,0.0813,0.1243,BERT
ED-NY-0008,0.707,0.1963,0.3072,0.2075,0.0575,0.09,0.2721,0.0755,0.1182,BERT
CJ-OH-0002,0.7372,0.193,0.3059,0.2379,0.0621,0.0985,0.3269,0.0856,0.1356,BERT
IM-CA-0171,0.6667,0.1985,0.3059,0.1324,0.0394,0.0607,0.2222,0.0662,0.102,BERT
IM-MA-0016,0.7289,0.192,0.304,0.231,0.0607,0.0962,0.2653,0.0699,0.1106,BERT
JC-IL-0053,0.7127,0.1916,0.302,0.1824,0.049,0.0772,0.2763,0.0743,0.1171,BERT
NS-NY-0024,0.6556,0.194,0.2994,0.1771,0.0523,0.0808,0.2468,0.073,0.1127,BERT
JC-CA-0115,0.5895,0.1998,0.2984,0.1033,0.0349,0.0522,0.1953,0.0662,0.0989,BERT
PA-NY-0001,0.6995,0.1872,0.2954,0.2935,0.0784,0.1238,0.3264,0.0874,0.1379,BERT
CJ-IL-0001,0.732,0.1846,0.2949,0.2205,0.0555,0.0887,0.3028,0.0764,0.122,BERT
JI-FL-0002,0.6717,0.1853,0.2905,0.1957,0.0539,0.0845,0.2489,0.0687,0.1077,BERT
FH-NH-0001,0.7103,0.1824,0.2903,0.25,0.0641,0.102,0.3551,0.0912,0.1451,BERT
PB-IL-0006,0.7277,0.1796,0.288,0.2477,0.061,0.0979,0.3158,0.0779,0.125,BERT
IM-MD-0013,0.7207,0.1798,0.2879,0.2588,0.0645,0.1032,0.3474,0.0867,0.1388,BERT
PN-CA-0030,0.7248,0.1769,0.2843,0.2414,0.0588,0.0945,0.3342,0.0815,0.1311,BERT
IM-DC-0065,0.6748,0.1781,0.2818,0.1863,0.0491,0.0777,0.2689,0.071,0.1123,BERT
EE-NM-0037,0.7098,0.1757,0.2817,0.1614,0.0398,0.0639,0.3176,0.0786,0.1261,BERT
JC-WI-0009,0.7745,0.1718,0.2812,0.2956,0.0654,0.1071,0.3636,0.0806,0.132,BERT
IM-FL-0028,0.7178,0.1744,0.2806,0.24,0.0582,0.0936,0.2791,0.0678,0.1091,BERT
JC-NM-0003,0.7245,0.1674,0.2719,0.2353,0.0542,0.0882,0.2908,0.0672,0.1091,BERT
JC-CO-0003,0.6906,0.1692,0.2718,0.2159,0.0528,0.0848,0.2748,0.0673,0.1081,BERT
IM-DC-0083,0.6595,0.1692,0.2693,0.16,0.0409,0.0652,0.2883,0.074,0.1177,BERT
PC-IL-0042,0.6528,0.1689,0.2684,0.178,0.0459,0.073,0.2679,0.0693,0.1102,BERT
EE-CO-0007,0.6807,0.1656,0.2663,0.1985,0.0482,0.0776,0.2896,0.0704,0.1133,BERT
EE-AL-0006,0.7979,0.1592,0.2655,0.2832,0.0564,0.094,0.3798,0.0758,0.1264,BERT
IM-FL-0013,0.7049,0.1633,0.2652,0.2328,0.0538,0.0874,0.3152,0.073,0.1186,BERT
NS-CA-0007,0.7186,0.1609,0.263,0.256,0.0572,0.0935,0.3182,0.0713,0.1164,BERT
PN-NJ-0005,0.7027,0.1614,0.2625,0.2412,0.0553,0.0899,0.3297,0.0757,0.1232,BERT
EE-TX-0195,0.7071,0.1587,0.2592,0.2115,0.0473,0.0773,0.2929,0.0657,0.1073,BERT
PC-CO-0002,0.7229,0.1557,0.2562,0.1935,0.0416,0.0684,0.2811,0.0606,0.0996,BERT
VR-MI-0074,0.6143,0.1617,0.256,0.1527,0.0401,0.0636,0.2482,0.0653,0.1034,BERT
EE-KS-0015,0.7722,0.1507,0.2522,0.2607,0.0507,0.0849,0.331,0.0646,0.1081,BERT
EE-FL-0091,0.7264,0.1507,0.2496,0.186,0.0385,0.0638,0.2979,0.0618,0.1023,BERT
PB-FL-0009,0.7587,0.1489,0.2489,0.2661,0.0521,0.0871,0.3378,0.0663,0.1108,BERT
JI-LA-0007,0.55,0.1581,0.2456,0.1239,0.0355,0.0552,0.2382,0.0685,0.1064,BERT
FH-MS-0003,0.6677,0.1481,0.2424,0.2317,0.0513,0.084,0.2911,0.0646,0.1057,BERT
EE-IL-0075,0.6799,0.1449,0.2389,0.179,0.0381,0.0628,0.2691,0.0574,0.0946,BERT
EE-TX-0273,0.7671,0.1384,0.2345,0.211,0.0379,0.0643,0.347,0.0626,0.1061,BERT
EE-NV-0004,0.6811,0.1413,0.2341,0.1409,0.0292,0.0483,0.2649,0.055,0.091,BERT
PB-NM-0001,0.7013,0.137,0.2292,0.2082,0.0406,0.0679,0.3239,0.0633,0.1059,BERT
EE-TX-0372,0.7722,0.1325,0.2261,0.2791,0.0477,0.0815,0.3938,0.0675,0.1153,BERT
ID-CA-0005,0.7148,0.1317,0.2224,0.197,0.0362,0.0611,0.3185,0.0587,0.0991,BERT
EE-IL-0106,0.6705,0.1312,0.2194,0.1846,0.036,0.0603,0.3142,0.0615,0.1028,BERT
EE-CO-0006,0.693,0.1287,0.217,0.1916,0.0354,0.0598,0.3209,0.0596,0.1005,BERT
IM-KY-0001,0.772,0.1245,0.2144,0.2344,0.0376,0.0648,0.342,0.0551,0.095,BERT
EE-WA-0086,0.6929,0.1237,0.2099,0.1692,0.0301,0.0511,0.2884,0.0515,0.0874,BERT
EE-NY-0020,0.7163,0.1215,0.2077,0.1744,0.0295,0.0504,0.3475,0.0589,0.1008,BERT
DR-CO-0009,0.7683,0.1169,0.2029,0.2209,0.0334,0.0581,0.3659,0.0557,0.0966,BERT
EE-CA-0352,0.7333,0.1163,0.2008,0.2636,0.0417,0.072,0.3625,0.0575,0.0993,BERT
PN-CA-0044,0.7004,0.1172,0.2008,0.1695,0.0283,0.0485,0.2869,0.048,0.0823,BERT
EE-NY-0146,0.5597,0.118,0.1949,0.1062,0.0223,0.0369,0.2423,0.0511,0.0844,BERT
EE-TX-0057,0.7811,0.1102,0.1931,0.2371,0.0333,0.0584,0.382,0.0539,0.0944,BERT
FH-WA-0002,0.6434,0.113,0.1922,0.2023,0.0354,0.0603,0.2713,0.0477,0.0811,BERT
EE-LA-0013,0.8082,0.1068,0.1886,0.2615,0.0344,0.0608,0.3653,0.0483,0.0852,BERT
EE-MD-0099,0.713,0.1081,0.1878,0.2512,0.0379,0.0659,0.412,0.0625,0.1085,BERT
EE-TX-0095,0.8061,0.1024,0.1817,0.2561,0.0324,0.0575,0.4,0.0508,0.0902,BERT
EE-FL-0032,0.6989,0.1002,0.1753,0.1946,0.0278,0.0486,0.3226,0.0463,0.0809,BERT
NH-PA-0002,0.6844,0.0994,0.1736,0.2171,0.0314,0.0549,0.3688,0.0536,0.0935,BERT
JC-IL-0038,0.7401,0.0969,0.1714,0.2102,0.0274,0.0485,0.3898,0.051,0.0903,BERT
EE-NY-0031,0.6486,0.098,0.1702,0.1522,0.0229,0.0398,0.2865,0.0433,0.0752,BERT
JC-IL-0028,0.7126,0.0962,0.1695,0.2428,0.0326,0.0575,0.3621,0.0489,0.0861,BERT
EE-NC-0125,0.8083,0.0922,0.1655,0.3438,0.039,0.0701,0.456,0.052,0.0934,BERT
EE-WA-0029,0.7816,0.0923,0.165,0.2293,0.0269,0.0482,0.3786,0.0447,0.08,BERT
EE-CA-0040,0.658,0.0944,0.165,0.1719,0.0245,0.0429,0.3109,0.0446,0.078,BERT
EE-PR-0006,0.7189,0.0917,0.1627,0.2228,0.0283,0.0502,0.3189,0.0407,0.0722,BERT
EE-FL-0046,0.7295,0.0884,0.1576,0.233,0.0281,0.0502,0.3478,0.0421,0.0752,BERT
EE-NY-0025,0.7881,0.0867,0.1562,0.2933,0.0321,0.0578,0.3841,0.0422,0.0761,BERT
DR-CO-0019,0.741,0.087,0.1557,0.2848,0.0333,0.0596,0.4036,0.0474,0.0848,BERT
EE-IL-0082,0.7744,0.0865,0.1556,0.362,0.0402,0.0724,0.4756,0.0531,0.0956,BERT
EE-TX-0459,0.5941,0.084,0.1472,0.1598,0.0225,0.0394,0.3294,0.0466,0.0816,BERT
PC-NJ-0021,0.7396,0.0806,0.1454,0.1726,0.0187,0.0338,0.3728,0.0406,0.0733,BERT
EE-CA-0079,0.7772,0.0787,0.1429,0.2623,0.0264,0.048,0.3641,0.0369,0.0669,BERT
EE-LA-0061,0.792,0.0737,0.1348,0.25,0.0231,0.0423,0.352,0.0327,0.0599,BERT
EE-IL-0166,0.8561,0.0725,0.1336,0.4203,0.0353,0.0652,0.4964,0.042,0.0775,BERT
EE-CA-0039,0.761,0.0732,0.1336,0.2722,0.026,0.0475,0.3774,0.0363,0.0662,BERT
EE-IL-0149,0.6828,0.0736,0.1328,0.1875,0.0201,0.0363,0.3586,0.0386,0.0698,BERT
EE-LA-0028,0.7975,0.0717,0.1315,0.2994,0.0268,0.0491,0.4051,0.0364,0.0668,BERT
EE-AZ-0067,0.581,0.0733,0.1302,0.1292,0.0162,0.0288,0.3073,0.0388,0.0688,BERT
EE-FL-0061,0.6528,0.0722,0.13,0.2448,0.0269,0.0486,0.3523,0.039,0.0702,BERT
FA-LA-0001,0.7338,0.069,0.1262,0.2029,0.019,0.0347,0.3957,0.0372,0.068,BERT
EE-AL-0086,0.7769,0.0621,0.1151,0.225,0.0179,0.0331,0.3884,0.0311,0.0575,BERT
EE-CA-0214,0.7177,0.0588,0.1087,0.2358,0.0192,0.0355,0.3871,0.0317,0.0586,BERT
EE-MO-0105,0.046,0.4717,0.0838,0.0147,0.1538,0.0269,0.0312,0.3208,0.057,T5
EE-MI-0138,0.05,0.1892,0.0791,0.0144,0.0556,0.0229,0.0429,0.1622,0.0678,T5
EE-FL-0124,0.0649,0.5556,0.1163,0.013,0.1132,0.0233,0.0411,0.3519,0.0736,T5
DR-TX-0003,0.0544,0.549,0.0989,0.0078,0.08,0.0142,0.035,0.3529,0.0636,T5
EE-GA-0095,0.1656,0.52,0.2512,0.0449,0.1429,0.0683,0.0955,0.3,0.1449,T5
JI-OH-0011,0.0529,0.338,0.0914,0.0022,0.0143,0.0038,0.033,0.2113,0.0571,T5
PB-DC-0011,0.0684,0.7222,0.125,0.0185,0.2,0.0338,0.0447,0.4722,0.0817,T5
PC-SD-0001,0.0318,0.7241,0.0609,0.0167,0.3929,0.032,0.0272,0.6207,0.0522,T5
EE-LA-0061,0.096,0.2105,0.1319,0.0,0.0,0.0,0.08,0.1754,0.1099,T5
EE-MI-0149,0.0169,0.375,0.0324,0.0,0.0,0.0,0.0113,0.25,0.0216,T5
